Month,Name,Ranking,Visible
,ZODB,0.553,No
,ZODB,0.657,No
,ZODB,0.547,No
,ZODB,0.545,No
,ZODB,0.552,No
,ZODB,0.539,No
,ZODB,0.554,No
,ZODB,0.576,No
,ZODB,0.664,No
,ZODB,0.709,No
,ZODB,0.747,No
,ZODB,0.741,No
,ZODB,0.714,No
,ZODB,0.721,No
,ZODB,0.695,No
,ZODB,0.678,No
,ZODB,0.644,No
,ZODB,0.616,No
,ZODB,0.589,No
,ZODB,0.613,No
,ZODB,0.595,No
,ZODB,0.577,No
,ZODB,0.549,No
,ZODB,0.544,No
,ZODB,0.536,No
,ZODB,0.533,No
,ZODB,0.601,No
,ZODB,0.611,No
,ZODB,0.669,No
,ZODB,0.714,No
,ZODB,0.748,No
,ZODB,0.819,No
,ZODB,0.818,No
,ZODB,0.814,No
,ZODB,0.814,No
,ZODB,0.807,No
,ZODB,0.958,No
,ZODB,0.788,No
,ZODB,0.791,No
,ZODB,0.868,No
,ZODB,0.852,No
,ZODB,0.823,No
,ZODB,0.819,No
,ZODB,0.837,No
,ZODB,0.815,No
,ZODB,0.808,No
,ZODB,0.848,No
,ZODB,0.905,No
,ZODB,0.957,No
,ZODB,0.897,No
,ZODB,0.996,No
,ZODB,0.912,No
,ZODB,0.946,No
,ZODB,0.974,No
,ZODB,0.962,No
,ZODB,0.971,No
,ZODB,0.988,No
,ZODB,0.958,No
,ZODB,0.983,No
,ZODB,0.961,No
,ZODB,0.975,No
,ZODB,1.009,No
,ZODB,0.986,No
,ZODB,0.961,No
,ZODB,0.994,No
,ZODB,1.002,No
,ZODB,0.954,No
,ZODB,0.921,No
,ZODB,0.918,No
,ZODB,0.892,No
,ZODB,0.892,No
,ZODB,0.927,No
,ZODB,0.945,No
,ZODB,0.993,No
,ZODB,1.203,No
,D3,0,No
,D3,0,No
,D3,0,No
,D3,0,No
,D3,0,No
,D3,0,No
,D3,0,No
,D3,0,No
,D3,0.71,No
,D3,0.717,No
,D3,0.71,No
,D3,0.724,No
,D3,0.721,No
,D3,0.73,No
,D3,0.705,No
,D3,0.701,No
,D3,0.721,No
,D3,0.789,No
,D3,0.95,No
,D3,0.943,No
,D3,0.985,No
,D3,0.947,No
,D3,1.006,No
,D3,1.105,No
,D3,1.148,No
,D3,1.219,No
,D3,1.191,No
,D3,1.043,No
,D3,1.026,No
,D3,1.122,No
,D3,1.235,No
,D3,1.406,No
,D3,1.423,No
,D3,1.501,No
,D3,1.488,No
,D3,1.557,No
,D3,1.445,No
,D3,1.356,No
,D3,1.259,No
,D3,1.185,No
,D3,1.129,No
,D3,1.056,No
,D3,1.089,No
,D3,1.128,No
,D3,1.188,No
,D3,1.15,No
,D3,1.071,No
,D3,1.034,No
,D3,0.958,No
,D3,0.854,No
,D3,0.74,No
,D3,0.549,No
,D3,0.454,No
,D3,0.421,No
,D3,0.653,No
,D3,0.599,No
,D3,0.517,No
,D3,0.546,No
,D3,0.581,No
,D3,0.617,No
,D3,0.675,No
,D3,0.657,No
,D3,0.638,No
,D3,0.614,No
,D3,0.627,No
,D3,0.61,No
,D3,0.587,No
,D3,0.569,No
,D3,0.584,No
,D3,0.597,No
,D3,0.569,No
,D3,0.602,No
,D3,0.632,No
,D3,0.632,No
,D3,0.718,No
,D3,0.736,No
,D3,0.773,No
,D3,0.834,No
,D3,0.854,No
,D3,0.946,No
,D3,1.017,No
,D3,1.08,No
,D3,1.119,No
,D3,1.174,No
,D3,1.269,No
,D3,1.365,No
,D3,1.428,No
,D3,1.613,No
,D3,1.58,No
,D3,1.533,No
,D3,1.474,No
,D3,1.434,No
,D3,1.402,No
,D3,1.407,No
,D3,1.518,No
,D3,1.512,No
,D3,1.505,No
,D3,1.43,No
,D3,1.486,No
,D3,1.508,No
,D3,1.428,No
,D3,1.331,No
,D3,1.258,No
,D3,1.193,No
,D3,1.231,No
,D3,1.18,No
,D3,1.121,No
,D3,1.083,No
,D3,1.061,No
,D3,1.056,No
,D3,1.061,No
,D3,1.159,No
,D3,1.266,No
,D3,1.27,No
,D3,1.267,No
,D3,1.295,No
,D3,1.265,No
,D3,1.237,No
,D3,1.202,No
,D3,1.19,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.005,No
,EventStoreDB,0.03,No
,EventStoreDB,0.088,No
,EventStoreDB,0.053,No
,EventStoreDB,0.106,No
,EventStoreDB,0.143,No
,EventStoreDB,0.173,No
,EventStoreDB,0.204,No
,EventStoreDB,0.232,No
,EventStoreDB,0.27,No
,EventStoreDB,0.281,No
,EventStoreDB,0.275,No
,EventStoreDB,0.304,No
,EventStoreDB,0.31,No
,EventStoreDB,0.297,No
,EventStoreDB,0.278,No
,EventStoreDB,0.26,No
,EventStoreDB,0.259,No
,EventStoreDB,0.25,No
,EventStoreDB,0.244,No
,EventStoreDB,0.229,No
,EventStoreDB,0.267,No
,EventStoreDB,0.385,No
,EventStoreDB,0.412,No
,EventStoreDB,0.521,No
,EventStoreDB,0.609,No
,EventStoreDB,0.63,No
,EventStoreDB,0.613,No
,EventStoreDB,0.624,No
,EventStoreDB,0.645,No
,EventStoreDB,0.613,No
,EventStoreDB,0.579,No
,EventStoreDB,0.561,No
,EventStoreDB,0.578,No
,EventStoreDB,0.609,No
,EventStoreDB,0.585,No
,EventStoreDB,0.567,No
,EventStoreDB,0.554,No
,EventStoreDB,0.562,No
,EventStoreDB,0.554,No
,EventStoreDB,0.576,No
,EventStoreDB,0.554,No
,EventStoreDB,0.521,No
,EventStoreDB,0.492,No
,EventStoreDB,0.563,No
,EventStoreDB,0.563,No
,EventStoreDB,0.633,No
,EventStoreDB,0.637,No
,EventStoreDB,0.603,No
,EventStoreDB,0.628,No
,EventStoreDB,0.665,No
,EventStoreDB,0.665,No
,EventStoreDB,0.664,No
,EventStoreDB,0.695,No
,EventStoreDB,0.676,No
,EventStoreDB,0.677,No
,EventStoreDB,0.682,No
,EventStoreDB,0.699,No
,EventStoreDB,0.683,No
,EventStoreDB,0.658,No
,EventStoreDB,0.656,No
,EventStoreDB,0.684,No
,EventStoreDB,0.679,No
,EventStoreDB,0.665,No
,EventStoreDB,0.735,No
,EventStoreDB,0.768,No
,EventStoreDB,0.658,No
,EventStoreDB,0.479,No
,EventStoreDB,0.458,No
,EventStoreDB,0.511,No
,EventStoreDB,0.654,No
,EventStoreDB,0.76,No
,EventStoreDB,0.804,No
,EventStoreDB,0.834,No
,EventStoreDB,0.889,No
,EventStoreDB,0.876,No
,EventStoreDB,0.868,No
,EventStoreDB,0.927,No
,EventStoreDB,0.981,No
,EventStoreDB,1.036,No
,EventStoreDB,1.039,No
,EventStoreDB,1.036,No
,EventStoreDB,1.0,No
,EventStoreDB,0.961,No
,EventStoreDB,0.915,No
,EventStoreDB,0.881,No
,EventStoreDB,0.836,No
,EventStoreDB,0.872,No
,EventStoreDB,0.966,No
,EventStoreDB,1.186,No
,NuoDB,0.14,No
,NuoDB,0.042,No
,NuoDB,0.054,No
,NuoDB,0.182,No
,NuoDB,0.157,No
,NuoDB,0.174,No
,NuoDB,0.28,No
,NuoDB,0.319,No
,NuoDB,0.364,No
,NuoDB,0.32,No
,NuoDB,0.312,No
,NuoDB,0.337,No
,NuoDB,0.384,No
,NuoDB,0.556,No
,NuoDB,0.553,No
,NuoDB,0.648,No
,NuoDB,0.688,No
,NuoDB,0.758,No
,NuoDB,0.791,No
,NuoDB,0.752,No
,NuoDB,0.871,No
,NuoDB,1.031,No
,NuoDB,1.044,No
,NuoDB,1.037,No
,NuoDB,1.1,No
,NuoDB,1.165,No
,NuoDB,1.159,No
,NuoDB,1.097,No
,NuoDB,1.233,No
,NuoDB,1.093,No
,NuoDB,0.956,No
,NuoDB,0.934,No
,NuoDB,1.035,No
,NuoDB,1.167,No
,NuoDB,1.192,No
,NuoDB,1.2,No
,NuoDB,1.155,No
,NuoDB,1.211,No
,NuoDB,1.114,No
,NuoDB,0.999,No
,NuoDB,0.908,No
,NuoDB,0.845,No
,NuoDB,0.809,No
,NuoDB,0.74,No
,NuoDB,0.69,No
,NuoDB,0.651,No
,NuoDB,0.798,No
,NuoDB,0.664,No
,NuoDB,0.703,No
,NuoDB,0.697,No
,NuoDB,0.694,No
,NuoDB,0.742,No
,NuoDB,0.839,No
,NuoDB,0.836,No
,NuoDB,0.891,No
,NuoDB,0.984,No
,NuoDB,0.934,No
,NuoDB,0.947,No
,NuoDB,0.949,No
,NuoDB,0.992,No
,NuoDB,1.009,No
,NuoDB,1.06,No
,NuoDB,1.044,No
,NuoDB,0.868,No
,NuoDB,0.854,No
,NuoDB,0.841,No
,NuoDB,0.809,No
,NuoDB,0.747,No
,NuoDB,0.747,No
,NuoDB,0.752,No
,NuoDB,0.765,No
,NuoDB,0.808,No
,NuoDB,0.949,No
,NuoDB,0.803,No
,NuoDB,0.829,No
,NuoDB,0.852,No
,NuoDB,0.879,No
,NuoDB,1.098,No
,NuoDB,1.015,No
,NuoDB,0.94,No
,NuoDB,0.964,No
,NuoDB,1.209,No
,NuoDB,0.986,No
,NuoDB,0.957,No
,NuoDB,0.924,No
,NuoDB,0.933,No
,NuoDB,0.939,No
,NuoDB,1.061,No
,NuoDB,1.017,No
,NuoDB,0.944,No
,NuoDB,0.933,No
,NuoDB,1.053,No
,NuoDB,1.092,No
,NuoDB,1.066,No
,NuoDB,1.12,No
,NuoDB,1.148,No
,NuoDB,1.119,No
,NuoDB,1.217,No
,NuoDB,1.192,No
,NuoDB,1.152,No
,NuoDB,1.124,No
,NuoDB,1.121,No
,NuoDB,1.134,No
,NuoDB,1.12,No
,NuoDB,1.125,No
,NuoDB,1.105,No
,NuoDB,1.102,No
,NuoDB,1.073,No
,NuoDB,1.047,No
,NuoDB,1.026,No
,NuoDB,0.999,No
,NuoDB,0.999,No
,NuoDB,0.975,No
,NuoDB,0.973,No
,NuoDB,0.965,No
,NuoDB,0.961,No
,NuoDB,0.962,No
,NuoDB,0.958,No
,NuoDB,0.967,No
,NuoDB,1.186,No
,Perst,0,No
,Perst,0,No
,Perst,0.187,No
,Perst,0.17,No
,Perst,0.132,No
,Perst,0.162,No
,Perst,0.162,No
,Perst,0.182,No
,Perst,0.189,No
,Perst,0.192,No
,Perst,0.178,No
,Perst,0.176,No
,Perst,0.178,No
,Perst,0.185,No
,Perst,0.183,No
,Perst,0.163,No
,Perst,0.164,No
,Perst,0.161,No
,Perst,0.163,No
,Perst,0.165,No
,Perst,0.171,No
,Perst,0.172,No
,Perst,0.177,No
,Perst,0.208,No
,Perst,0.211,No
,Perst,0.214,No
,Perst,0.218,No
,Perst,0.212,No
,Perst,0.282,No
,Perst,0.263,No
,Perst,0.361,No
,Perst,0.301,No
,Perst,0.328,No
,Perst,0.438,No
,Perst,0.408,No
,Perst,0.524,No
,Perst,0.538,No
,Perst,0.462,No
,Perst,0.483,No
,Perst,0.451,No
,Perst,0.557,No
,Perst,0.411,No
,Perst,0.391,No
,Perst,0.368,No
,Perst,0.354,No
,Perst,0.356,No
,Perst,0.495,No
,Perst,0.378,No
,Perst,0.363,No
,Perst,0.413,No
,Perst,0.38,No
,Perst,0.346,No
,Perst,0.368,No
,Perst,0.4,No
,Perst,0.484,No
,Perst,0.482,No
,Perst,0.516,No
,Perst,0.523,No
,Perst,0.523,No
,Perst,0.481,No
,Perst,0.46,No
,Perst,0.439,No
,Perst,0.399,No
,Perst,0.419,No
,Perst,0.414,No
,Perst,0.414,No
,Perst,0.396,No
,Perst,0.352,No
,Perst,0.379,No
,Perst,0.371,No
,Perst,0.372,No
,Perst,0.416,No
,Perst,0.384,No
,Perst,0.34,No
,Perst,0.383,No
,Perst,0.407,No
,Perst,0.446,No
,Perst,0.487,No
,Perst,0.473,No
,Perst,0.447,No
,Perst,0.479,No
,Perst,0.691,No
,Perst,0.498,No
,Perst,0.578,No
,Perst,0.675,No
,Perst,0.544,No
,Perst,0.553,No
,Perst,0.695,No
,Perst,0.671,No
,Perst,0.631,No
,Perst,0.609,No
,Perst,0.846,No
,Perst,0.907,No
,Perst,0.956,No
,Perst,1.044,No
,Perst,1.059,No
,Perst,0.999,No
,Perst,1.052,No
,Perst,0.951,No
,Perst,0.827,No
,Perst,0.758,No
,Perst,0.653,No
,Perst,0.673,No
,Perst,0.799,No
,Perst,0.768,No
,Perst,0.606,No
,Perst,0.718,No
,Perst,0.603,No
,Perst,0.787,No
,Perst,0.638,No
,Perst,0.569,No
,Perst,0.778,No
,Perst,0.821,No
,Perst,0.813,No
,Perst,0.821,No
,Perst,0.78,No
,Perst,0.823,No
,Perst,0.896,No
,Perst,1.011,No
,Perst,1.164,No
,eXist-db,0.16,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.005,No
,eXist-db,0.029,No
,eXist-db,0.053,No
,eXist-db,0.03,No
,eXist-db,0.076,No
,eXist-db,0.055,No
,eXist-db,0.031,No
,eXist-db,0.041,No
,eXist-db,0.079,No
,eXist-db,0.102,No
,eXist-db,0.093,No
,eXist-db,0.122,No
,eXist-db,0.126,No
,eXist-db,0.176,No
,eXist-db,0.243,No
,eXist-db,0.273,No
,eXist-db,0.283,No
,eXist-db,0.289,No
,eXist-db,0.304,No
,eXist-db,0.272,No
,eXist-db,0.229,No
,eXist-db,0.21,No
,eXist-db,0.208,No
,eXist-db,0.231,No
,eXist-db,0.247,No
,eXist-db,0.251,No
,eXist-db,0.26,No
,eXist-db,0.245,No
,eXist-db,0.228,No
,eXist-db,0.201,No
,eXist-db,0.18,No
,eXist-db,0.181,No
,eXist-db,0.183,No
,eXist-db,0.185,No
,eXist-db,0.241,No
,eXist-db,0.201,No
,eXist-db,0.197,No
,eXist-db,0.177,No
,eXist-db,0.168,No
,eXist-db,0.192,No
,eXist-db,0.367,No
,eXist-db,0.525,No
,eXist-db,0.624,No
,eXist-db,0.678,No
,eXist-db,0.702,No
,eXist-db,0.711,No
,eXist-db,0.705,No
,eXist-db,0.719,No
,eXist-db,0.713,No
,eXist-db,0.703,No
,eXist-db,0.728,No
,eXist-db,0.728,No
,eXist-db,0.733,No
,eXist-db,0.716,No
,eXist-db,0.701,No
,eXist-db,0.678,No
,eXist-db,0.703,No
,eXist-db,0.689,No
,eXist-db,0.675,No
,eXist-db,0.675,No
,eXist-db,0.672,No
,eXist-db,0.685,No
,eXist-db,0.685,No
,eXist-db,0.67,No
,eXist-db,0.676,No
,eXist-db,0.677,No
,eXist-db,0.661,No
,eXist-db,0.665,No
,eXist-db,0.653,No
,eXist-db,0.645,No
,eXist-db,0.658,No
,eXist-db,0.667,No
,eXist-db,0.642,No
,eXist-db,0.643,No
,eXist-db,0.676,No
,eXist-db,0.701,No
,eXist-db,0.691,No
,eXist-db,0.69,No
,eXist-db,0.691,No
,eXist-db,0.708,No
,eXist-db,0.754,No
,eXist-db,0.751,No
,eXist-db,0.797,No
,eXist-db,0.8,No
,eXist-db,0.782,No
,eXist-db,0.761,No
,eXist-db,0.766,No
,eXist-db,0.789,No
,eXist-db,0.841,No
,eXist-db,0.862,No
,eXist-db,0.898,No
,eXist-db,0.889,No
,eXist-db,0.903,No
,eXist-db,0.859,No
,eXist-db,0.782,No
,eXist-db,0.733,No
,eXist-db,0.745,No
,eXist-db,0.8,No
,eXist-db,0.742,No
,eXist-db,0.808,No
,eXist-db,0.864,No
,eXist-db,0.915,No
,eXist-db,0.911,No
,eXist-db,0.928,No
,eXist-db,0.927,No
,eXist-db,0.927,No
,eXist-db,0.952,No
,eXist-db,1.157,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0,No
,HPE Ezmeral Data Fabric,0.154,No
,HPE Ezmeral Data Fabric,0.338,No
,HPE Ezmeral Data Fabric,0.322,No
,HPE Ezmeral Data Fabric,0.344,No
,HPE Ezmeral Data Fabric,0.408,No
,HPE Ezmeral Data Fabric,0.448,No
,HPE Ezmeral Data Fabric,0.522,No
,HPE Ezmeral Data Fabric,0.519,No
,HPE Ezmeral Data Fabric,0.545,No
,HPE Ezmeral Data Fabric,0.506,No
,HPE Ezmeral Data Fabric,0.484,No
,HPE Ezmeral Data Fabric,0.639,No
,HPE Ezmeral Data Fabric,0.816,No
,HPE Ezmeral Data Fabric,0.769,No
,HPE Ezmeral Data Fabric,0.719,No
,HPE Ezmeral Data Fabric,0.677,No
,HPE Ezmeral Data Fabric,0.65,No
,HPE Ezmeral Data Fabric,0.562,No
,HPE Ezmeral Data Fabric,0.556,No
,HPE Ezmeral Data Fabric,0.5,No
,HPE Ezmeral Data Fabric,0.486,No
,HPE Ezmeral Data Fabric,0.612,No
,HPE Ezmeral Data Fabric,0.623,No
,HPE Ezmeral Data Fabric,0.715,No
,HPE Ezmeral Data Fabric,0.611,No
,HPE Ezmeral Data Fabric,0.564,No
,HPE Ezmeral Data Fabric,0.725,No
,HPE Ezmeral Data Fabric,0.756,No
,HPE Ezmeral Data Fabric,0.747,No
,HPE Ezmeral Data Fabric,0.754,No
,HPE Ezmeral Data Fabric,0.736,No
,HPE Ezmeral Data Fabric,0.692,No
,HPE Ezmeral Data Fabric,0.64,No
,HPE Ezmeral Data Fabric,0.64,No
,HPE Ezmeral Data Fabric,0.628,No
,HPE Ezmeral Data Fabric,0.62,No
,HPE Ezmeral Data Fabric,0.62,No
,HPE Ezmeral Data Fabric,0.647,No
,HPE Ezmeral Data Fabric,0.674,No
,HPE Ezmeral Data Fabric,0.631,No
,HPE Ezmeral Data Fabric,0.621,No
,HPE Ezmeral Data Fabric,0.597,No
,HPE Ezmeral Data Fabric,0.602,No
,HPE Ezmeral Data Fabric,0.628,No
,HPE Ezmeral Data Fabric,0.679,No
,HPE Ezmeral Data Fabric,0.743,No
,HPE Ezmeral Data Fabric,0.794,No
,HPE Ezmeral Data Fabric,0.845,No
,HPE Ezmeral Data Fabric,0.846,No
,HPE Ezmeral Data Fabric,0.813,No
,HPE Ezmeral Data Fabric,0.799,No
,HPE Ezmeral Data Fabric,0.776,No
,HPE Ezmeral Data Fabric,0.776,No
,HPE Ezmeral Data Fabric,0.847,No
,HPE Ezmeral Data Fabric,0.861,No
,HPE Ezmeral Data Fabric,0.901,No
,HPE Ezmeral Data Fabric,0.972,No
,HPE Ezmeral Data Fabric,0.938,No
,HPE Ezmeral Data Fabric,0.919,No
,HPE Ezmeral Data Fabric,0.908,No
,HPE Ezmeral Data Fabric,0.886,No
,HPE Ezmeral Data Fabric,0.886,No
,HPE Ezmeral Data Fabric,0.835,No
,HPE Ezmeral Data Fabric,0.841,No
,HPE Ezmeral Data Fabric,0.817,No
,HPE Ezmeral Data Fabric,0.839,No
,HPE Ezmeral Data Fabric,0.875,No
,HPE Ezmeral Data Fabric,0.871,No
,HPE Ezmeral Data Fabric,0.935,No
,HPE Ezmeral Data Fabric,0.951,No
,HPE Ezmeral Data Fabric,1.094,No
,HPE Ezmeral Data Fabric,1.129,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0,No
,OceanBase,0.885,No
,OceanBase,0.792,No
,OceanBase,0.786,No
,OceanBase,0.925,No
,OceanBase,1.128,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0,No
,CrateDB,0.005,No
,CrateDB,0.142,No
,CrateDB,0.156,No
,CrateDB,0.151,No
,CrateDB,0.174,No
,CrateDB,0.204,No
,CrateDB,0.204,No
,CrateDB,0.178,No
,CrateDB,0.162,No
,CrateDB,0.156,No
,CrateDB,0.137,No
,CrateDB,0.11,No
,CrateDB,0.162,No
,CrateDB,0.152,No
,CrateDB,0.149,No
,CrateDB,0.164,No
,CrateDB,0.196,No
,CrateDB,0.218,No
,CrateDB,0.225,No
,CrateDB,0.221,No
,CrateDB,0.269,No
,CrateDB,0.227,No
,CrateDB,0.233,No
,CrateDB,0.21,No
,CrateDB,0.421,No
,CrateDB,0.477,No
,CrateDB,0.496,No
,CrateDB,0.532,No
,CrateDB,0.581,No
,CrateDB,0.865,No
,CrateDB,0.904,No
,CrateDB,0.854,No
,CrateDB,0.781,No
,CrateDB,0.74,No
,CrateDB,0.663,No
,CrateDB,0.591,No
,CrateDB,0.507,No
,CrateDB,0.487,No
,CrateDB,0.462,No
,CrateDB,0.47,No
,CrateDB,0.481,No
,CrateDB,0.35,No
,CrateDB,0.432,No
,CrateDB,0.47,No
,CrateDB,0.469,No
,CrateDB,0.546,No
,CrateDB,0.496,No
,CrateDB,0.439,No
,CrateDB,0.501,No
,CrateDB,0.539,No
,CrateDB,0.568,No
,CrateDB,0.72,No
,CrateDB,0.713,No
,CrateDB,0.723,No
,CrateDB,0.734,No
,CrateDB,0.909,No
,CrateDB,0.645,No
,CrateDB,0.661,No
,CrateDB,0.595,No
,CrateDB,0.612,No
,CrateDB,0.628,No
,CrateDB,0.667,No
,CrateDB,0.622,No
,CrateDB,0.651,No
,CrateDB,0.683,No
,CrateDB,0.731,No
,CrateDB,0.734,No
,CrateDB,0.788,No
,CrateDB,0.758,No
,CrateDB,0.828,No
,CrateDB,0.814,No
,CrateDB,0.896,No
,CrateDB,0.892,No
,CrateDB,0.754,No
,CrateDB,0.776,No
,CrateDB,0.749,No
,CrateDB,0.772,No
,CrateDB,0.798,No
,CrateDB,0.827,No
,CrateDB,0.835,No
,CrateDB,0.896,No
,CrateDB,0.924,No
,CrateDB,0.897,No
,CrateDB,0.911,No
,CrateDB,0.974,No
,CrateDB,0.96,No
,CrateDB,0.966,No
,CrateDB,0.959,No
,CrateDB,0.965,No
,CrateDB,0.997,No
,CrateDB,0.954,No
,CrateDB,0.936,No
,CrateDB,0.992,No
,CrateDB,1.125,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
,TypeDB,0,No
